x,y,reach_id,river_name,records
90.342029879342590,24.041032931843134,"45220200765",Bongshai River,"42"
90.323053742839676,24.098441868645704,"45220200735",Bongshai River,"51"
90.252242519695557,24.095472734808823,"45220200725",Bongshai River,"56"
90.214225497681554,24.049114350151193,"45220200295",Jinhai River & Banshi River,"1"
90.043092015329663,24.196403337775774,"45220200985",bongshai river,"46"
89.971743475015757,24.274214794142825,"45220200915",NODATA,"1"
89.911895713690782,24.327890053633602,"45220200875",NODATA,"1"
89.863403145112727,24.368756492114752,"45253002025",Jamuna River,"1"
90.161426366848985,24.108989642448925,"45220200305",Jinhai River & Banshi River,"1"
90.081188330556884,24.141786826655110,"45220200745",Jinhai River & Banshi River,"41"
90.755819600271124,24.245432970627174,"45220200025",Brahmaputra River,"1"
90.679904241153054,24.246513382835278,"45220200035",Brahmaputra River,"1"
90.491986937692829,24.353203048927433,"45220200545",NODATA,"58"
90.422962603864903,24.351338155285642,"45220200595",NODATA,"56"
90.102474190056768,24.182476720495981,"45220200325",Jinhai River & Banshi River,"58"
90.093830765048935,24.252874078960414,"45220200335",Jinhai River & Banshi River,"1"
90.793081166211635,24.204592540683414,"45220200015",Brahmaputra River,"1"
90.820425162855742,24.143811515944869,"45220300165",Brahmaputra River,"84"
90.474237555548314,24.410660495227212,"45220200555",NODATA,"1"
90.442381469235897,24.469717900933865,"45220200565",NODATA,"1"
90.071407139131765,24.355745212197338,"45220200375",Banshi River,"1"
90.086757173029469,24.414240264884093,"45220200385",Banshi River,"1"
90.081458147464090,24.459344112948482,"45220200395",Banshi River,"1"
90.085332720574129,24.519603115014583,"45220200405",Banshi River,"1"
90.248629372811763,23.759055779089849,"45220200675",Dhaleshwari River,"39"
90.233593008452061,23.875626769202668,"45220200265",Jinhai River & Banshi River,"1"
90.221228032697212,23.962015072450363,"45220200285",Jinhai River & Banshi River,"1"
90.069717373708727,24.295055476583705,"45220200355",Jinhai River & Banshi River,"1"
90.031908332440807,24.354840550117899,"45220200425",Jhinai River,"1"
90.004852098756089,23.841290307167927,"45220200835",Dhaleshwari River,"32"
89.974239424136400,23.851895093667899,"45220200825",Dhaleshwari River,"58"
89.941420373246757,23.904193059700670,"45220200975",Dhaleshwari River,"41"
89.961131694204681,23.928738430761324,"45220200955",NODATA,"1"
89.951603881335615,23.989639545592414,"45220200925",Dhaleshwari River,"53"
89.974752051397530,24.031319011439098,"45220200905",Dhaleswari River,"1"
90.087141918946969,24.918316137735200,"45220200166",Brahmaputra River,"1"
90.470692673660679,23.868325821291975,"45220200646",Balu River,"1"
90.378740408319956,24.405684800282369,"45220200606",NODATA,"1"
90.411264917894115,24.490075014735051,"45220200576",NODATA,"1"
90.071740558089559,24.574033819774204,"45220200416",Banshi River,"1"
91.005902895454241,24.138702073041699,"45220300111",NODATA,"1"
91.048908084931043,24.086468538013786,"45220300101",NODATA,"1"
90.990097806059708,24.039449653349045,"45220300091",NODATA,"1"
90.733265241404951,23.838006110475970,"45220300045",Meghna River,"1"
90.743928758970839,23.916584552496513,"45220300125",Ariyal Kha River,"54"
90.853063634920801,24.048664012231985,"45220300155",Ariyal Kha River,"84"
90.858354582329923,24.136715928852286,"45220300295",NODATA,"56"
90.830360489163724,24.180725327372077,"45220300305",NODATA,"57"
90.820314509240191,24.230759140167336,"45220300315",NODATA,"1"
90.897706318584554,23.895607882535771,"45220300065",NODATA,"53"
90.962830460241463,23.912668597823028,"45220300175",NODATA,"66"
90.795258000683930,23.877880281987839,"45220300055",NODATA,"1"
90.943423385309458,23.965752836966935,"45220300075",NODATA,"54"
90.960960176528985,23.995366771303416,"45220300385",NODATA,"39"
90.962420024377423,24.002952021526760,"45220300401",Meghna River,"1"
90.968673038817357,23.999003046087680,"45220300085",NODATA,"37"
91.075335400527621,24.197178545392525,"45220501275",NODATA,"1"
91.151258318453060,24.115980781358875,"45220300455",Titas River,"1"
91.118561450066593,24.154139780746931,"45220300465",NODATA,"1"
91.213974495075789,24.104051022792831,"45220300445",Titas River,"1"
91.236652265102066,24.074019180040132,"45220300435",Titas River,"1"
91.152987503846177,24.033321303817122,"45220300425",Titas River,"1"
91.151175280764235,23.942751915343322,"45220300415",Titas River,"1"
91.034792579107005,23.940106831299204,"45220300185",NODATA,"86"
91.083652115026325,23.912257464974111,"45220300195",NODATA,"79"
91.135695458582106,23.861332597565369,"45220300205",NODATA,"1"
91.188882606519698,23.864121572923096,"45220300215",NODATA,"32"
90.743263761162140,24.024616318882064,"45220300341",NODATA,"1"
91.172618548883861,23.953566307214867,"45220300245",NODATA,"1"
91.208484671024678,23.904663989195171,"45220300225",NODATA,"56"
91.200103481679534,23.960537707677151,"45220300275",NODATA,"84"
90.790529438621306,24.240463142703042,"45220200616",NODATA,"1"
90.753407702274572,24.049494563257028,"45220300356",NODATA,"1"
91.177971761825773,23.999273580449930,"45220300256",NODATA,"1"
91.206832704886637,23.999343037888515,"45220300286",NODATA,"1"
90.992591439975968,24.217672680469793,"45220400091",Ghorautra River,"85"
90.964930724169164,24.287773436392762,"45220400101",Ghorautra River,"1"
90.986809413316706,24.339228521485509,"45220400111",Ghorautra River,"55"
91.051809935951198,24.421985678954648,"45220400501",Surma River,"85"
91.071088612650698,24.471190813870663,"45220401943",NODATA,"1"
90.987997317482950,24.399248363388978,"45220400131",NODATA,"0"
90.984133710787077,24.441025390978972,"45220401931",NODATA,"1"
90.997791827168371,24.448598357277721,"45220401983",NODATA,"1"
91.008390109682651,24.456232509753661,"45220401971",NODATA,"1"
91.061088854369729,24.466059867018888,"45220401951",NODATA,"1"
91.036779971659186,24.454683550168802,"45220401961",NODATA,"1"
91.073958187898398,24.473845420985469,"45220400511",Surma River,"68"
91.062125058094864,24.508435109762736,"45220400521",Surma River,"1"
91.114275419949934,24.817026091464555,"45220401991",Surma River,"1"
91.116765611201643,24.826478835356731,"45220402141",Surma River,"1"
91.124022343155417,24.837298534247250,"45220402131",Surma River,"1"
91.128442158540764,24.842496641493224,"45220402121",Surma River,"1"
91.116996340395019,24.850369081387498,"45220402111",Surma River,"1"
91.106753450837616,24.870445060731814,"45220402101",Surma River,"1"
91.102341564768551,24.882301397765239,"45220402091",Surma River,"1"
91.100703327067535,24.884751644945840,"45220402081",Surma River,"1"
91.095329387296275,24.887481812490744,"45220402071",Surma River,"1"
91.090341011714060,24.887813898891885,"45220402061",Surma River,"1"
91.086127672576097,24.891320659459112,"45220402051",Surma River,"1"
91.077516073408148,24.898991310933408,"45220402041","Kongso River; Surma River","1"
91.017234445113516,24.891559982915631,"45220402031",Kongso River,"1"
90.891105195091740,24.905426482144911,"45220402011",Kongso River,"1"
90.940317560189257,24.884099783160231,"45220402021",Kongso River,"1"
91.158875307164777,24.866076457448560,"45220400571",Surma River,"16"
91.169638556782985,24.964194566120991,"45220400581",Surma River,"0"
91.112013359747507,24.602648832060783,"45220400531",Surma River,"48"
91.092603601826795,24.700514950672424,"45220400541",Surma River,"45"
91.096150718873659,24.769351240634830,"45220400551",Surma River,"45"
91.238403810618166,24.995661262636546,"45220400591",Surma River,"84"
91.309851813454841,24.990762442606353,"45220400601",Surma River,"1"
91.379255841738896,25.043657526353410,"45220400611",Surma River,"54"
91.387564050172614,25.110360167375447,"45220401401",NODATA,"60"
91.377208669795806,25.185240048808584,"45220401411",NODATA,"87"
91.381147893365849,25.243780712287339,"45220401421",NODATA,"29"
91.455012150314019,25.268713908473320,"45220401431",NODATA,"50"
91.522400702375919,25.281709634342725,"45220401441",NODATA,"38"
90.965741271926277,24.449595069142113,"45220400151",NODATA,"111"
90.972341466061209,24.440610719632279,"45220400143",NODATA,"1"
90.959739051619209,24.489194507488804,"45220401871",Norosunda River,"50"
90.919712821515830,24.481839490897450,"45220401881",Norosunda River,"53"
90.999540377752353,24.497680985858572,"45220400161",NODATA,"113"
91.012729752268399,24.557528414586365,"45220400171",NODATA,"112"
91.005837625885775,24.580445546552987,"45220400181",NODATA,"1"
90.987246055399098,24.539124920269916,"45220401693",NODATA,"1"
91.429660052791945,25.085799299367498,"45220400621",Surma River,"53"
91.478963377846256,25.076030241244261,"45220400631",Surma River,"51"
91.533153247932773,25.060091153680624,"45220400641",Surma River,"50"
91.604450564428106,25.024132181128483,"45220400651",Surma River,"70"
91.679170999448758,25.010718273696071,"45220400661",Surma River,"8"
90.980147730892085,24.538431008719407,"45220401701",NODATA,"52"
90.946639484238403,24.535048150193347,"45220401711",NODATA,"5"
90.910188214233997,24.538482633134038,"45220401841",NODATA,"1"
90.935144212325980,24.604645391679139,"45220401511",NODATA,"49"
90.900386006456372,24.653855103015648,"45220401521",NODATA,"55"
90.863099214752523,24.705489176997716,"45220401531",NODATA,"55"
90.798328591061349,24.763764289419445,"45220401541",NODATA,"54"
90.962587317370662,24.636082513163782,"45220400221",Mogra River,"0"
91.680345433467949,25.041646629090287,"45220401071",Surma River,"53"
91.692054900779439,25.097445612189148,"45220401141",NODATA,"2"
91.633992930353600,25.179451230914697,"45220401151",NODATA,"45"
91.623105912063806,25.262889287441297,"45220401161",NODATA,"10"
90.947632041288429,24.718492594190622,"45220400231",Mogra River,"108"
90.899179972905273,24.794232566080581,"45220400241",Magra River,"0"
90.999796013476058,24.579351499725249,"45220400193",NODATA,"1"
91.001825171873065,24.588182857792162,"45220400201",NODATA,"113"
90.983051730978659,24.586600927123165,"45220400211",NODATA,"0"
91.049249666025858,24.801868970862412,"45220401671",NODATA,"51"
91.046902666490951,24.794480607571295,"45220401661",NODATA,"36"
91.045343816201779,24.787790624494097,"45220401651",NODATA,"1"
90.884219808913002,24.815979645401335,"45220400251",Magra River,"106"
90.806740205620059,24.817535298701024,"45220401921",Magra River,"84"
90.757605613356716,24.854318086540466,"45220401571",NODATA,"59"
90.718950695740759,24.877354298886146,"45220401581",NODATA,"54"
90.673337139755489,24.878647596676807,"45220401591",NODATA,"115"
90.777553338270948,24.955945320068075,"45220400291",NODATA,"55"
90.678353573613578,24.990676779183534,"45220400301",NODATA,"56"
90.621952605604790,25.017238517806270,"45220400311",Someshwari,"1"
90.592961908148766,25.062142610337109,"45220400931",NODATA,"46"
90.596397538903759,25.116334002360205,"45220400944",NODATA,"1"
90.547446976528377,25.134174730843210,"45220400951",NODATA,"46"
90.494274733515326,25.195229830350719,"45220400961",NODATA,"26"
90.481880834176039,25.226326867689107,"45220400974",NODATA,"1"
90.471414275182980,25.252020034316320,"45220400981",NODATA,"56"
90.429435412099679,25.302033370791481,"45220400991",NODATA,"55"
90.884865017070624,24.973311629267275,"45220401491",NODATA,"1"
90.841511401854873,24.925157658581327,"45220402001",Kongso River,"1"
90.631934738005867,25.028694839950255,"45220401191",NODATA,"1"
90.643631116944718,25.082225044303694,"45220401201",NODATA,"1"
90.661548228427449,25.168752968019291,"45220401311",NODATA,"58"
90.653994928217287,25.238968293984829,"45220401321",NODATA,"59"
90.673357920852197,25.286738320473436,"45220401331",NODATA,"56"
91.682523080991572,24.989554302678009,"45220400671",Surma River,"15"
91.753984202731630,24.954667918058831,"45220400681",Gowain,"59"
91.704300700364740,24.956959960509725,"45220401011",NODATA,"10"
91.048259436771701,24.775445293202488,"45220401641",NODATA,"58"
90.988670709687113,24.767401318811803,"45220401631",NODATA,"29"
90.859755331453101,24.848536628493097,"45220400261",Magra River,"110"
90.829894116424057,24.907565915424943,"45220400271",Magra River,"88"
90.823203307950948,24.946655246314226,"45220401481",NODATA,"40"
91.846786736435718,24.984521919076229,"45220400691",Gowain,"59"
91.938441167686747,25.023675194800823,"45220400701",Gowain,"55"
91.982757390914657,25.073478652298775,"45220400711",Gowain,"54"
90.551219428271281,25.031965811616551,"45220400321",NODATA,"100"
90.493316336807936,25.018408411749324,"45220400331",NODATA,"87"
90.870278898963761,24.469973576008613,"45220401901",Norosunda River,"84"
90.404977498518633,25.000098390800687,"45220400341",NODATA,"82"
90.348128841135718,24.993341472035652,"45220400351",NODATA,"115"
90.276985904417927,24.990525372595044,"45220400361",NODATA,"116"
90.237987583097279,25.020184992377398,"45220400374",NODATA,"1"
90.939833711209658,25.043861735081652,"45220401291",NODATA,"56"
90.933909046962555,25.043305164675736,"45220401271",NODATA,"1"
90.932252200223118,25.044688275486685,"45220401261",NODATA,"16"
90.932511788031263,25.049896431345125,"45220401253",NODATA,"1"
90.901137118218770,25.067522275333051,"45220401241",NODATA,"1"
91.740474275144166,24.909172615967904,"45220402151",Surma River,"58"
91.975307506296843,25.103696624284893,"45220400841",Gowain,"44"
92.011849234097056,25.108217474934264,"45220400721",Gowain,"1"
92.016066799160185,25.155393479934332,"45220400801",NODATA,"33"
92.001851018891898,25.218540479507691,"45220400811",NODATA,"10"
91.992208359177383,25.299961791312260,"45220400821",NODATA,"9"
92.067382360304464,25.128101178282446,"45220400731",Hari River,"83"
92.119089278087301,25.092523717481328,"45220400741",Hari River,"85"
92.183879844998572,25.125484578502444,"45220400751",Hari River,"86"
92.279711481241151,25.136566411317709,"45220400761",Hari River,"70"
91.842478994558732,24.888972491188401,"45220402201",Surma River,"1"
91.938634304105420,24.864930991727945,"45220402191",Surma River,"1"
92.040732371721532,24.887694577171882,"45220402181",Surma River,"1"
92.160481324955100,24.936243276178111,"45220402171",Surma River,"1"
92.259262355003443,24.982068093791959,"45220402161",Surma River,"1"
90.751851254387276,24.813432454246396,"45220401551",NODATA,"1"
90.845117658762334,25.073324559195875,"45220401231",NODATA,"1"
90.776791008749569,25.095139014694347,"45220401221",NODATA,"0"
90.702855517241488,25.099756480498783,"45220401211",NODATA,"54"
91.616555976049170,24.856113775552686,"45220401031",NODATA,"1"
91.578983692532717,24.831051372122751,"45220401051",NODATA,"86"
90.212682744861567,25.032955524951134,"45220400381",NODATA,"59"
90.202254439776581,25.056282584087416,"45220400394",NODATA,"1"
90.198418421187569,25.083847465179986,"45220400401",NODATA,"59"
90.203581654168914,25.149681010822341,"45220400411",NODATA,"60"
90.231766804212000,25.197216489948762,"45220400421",NODATA,"59"
90.255328695679623,25.233178208221396,"45220400431",NODATA,"60"
90.273170228239792,25.281542256267677,"45220400441",NODATA,"60"
90.275021204443533,25.313812215018913,"45220400454",NODATA,"1"
92.347573967608781,25.061443221612137,"45220400041","Dona Nadi; Surma River","86"
92.419029533850505,25.141255015929332,"45220400051","Dona Nadi; Surma River","1"
92.501830196672358,25.139667602281374,"45220400061","Dona Nadi; Surma River","85"
92.357602996279596,25.008476692748506,"45220400031","Dona Nadi; Surma River","85"
92.451887074674659,24.964610430075982,"45220400021","Dona Nadi; Surma River","86"
91.722608346085536,25.050617456077209,"45220401081",NODATA,"47"
91.784036874322979,25.073937454458317,"45220401091",NODATA,"44"
91.757048617353746,25.129866144035816,"45220401101",NODATA,"28"
91.786589359618759,25.228137414764365,"45220401111",NODATA,"39"
91.972686843790825,25.120841681111536,"45220400853",Gowain,"1"
91.958477362411998,25.127715677074853,"45220400861",Gowain,"21"
90.901919426522198,24.551444718536555,"45220401861",NODATA,"51"
90.906190339541212,24.541128281270090,"45220401851",NODATA,"54"
90.901631526381394,24.538277434598104,"45220401721",NODATA,"1"
90.872757290824595,24.524802111211130,"45220401731",NODATA,"1"
91.672239420386688,24.912559179959619,"45220401021",NODATA,"22"
92.225924593623020,25.163262757431639,"45220400781",Hari River,"55"
90.813726298710733,24.512890464040151,"45220401741",NODATA,"57"
90.743825246414460,24.536399608923190,"45220401751",NODATA,"50"
90.698264597802122,24.570235041354142,"45220401761",NODATA,"24"
90.686814708819497,24.628949739743621,"45220401771",NODATA,"22"
91.578485081218972,24.938917274298561,"45220401381",Surma River,"36"
91.623785204564754,24.979568778269972,"45220401351",Surma River,"58"
90.933989903755958,24.770794367093814,"45220401621",NODATA,"15"
90.928819017360297,24.770582475060888,"45220401611",NODATA,"7"
90.283375588328880,25.313923093987793,"45220400461",NODATA,"1"
90.283842461032719,25.319494088023301,"45220400474",NODATA,"1"
90.290435587519568,25.330056552762812,"45220400481",NODATA,"53"
91.906852240959878,25.132401464905922,"45220400881",Gowain,"1"
91.957066416684114,25.149010576154975,"45220400901",NODATA,"55"
91.982406244174555,25.168562915083790,"45220400911",NODATA,"1"
91.039164347113001,24.638021077111748,"45220401811",NODATA,"1"
91.024027219734975,24.591381287229009,"45220401801",NODATA,"21"
91.022720290077530,24.687750327766175,"45220401821",NODATA,"30"
91.549324489593502,25.299167512520480,"45220401456",NODATA,"1"
91.636268162712767,25.300887261919691,"45220401176",NODATA,"1"
91.051155295869663,24.809587627086739,"45220401686",NODATA,"1"
90.648749715403582,24.898307565535934,"45220401606",NODATA,"1"
90.433134867475829,25.323119174575815,"45220401006",NODATA,"1"
90.934738257500896,24.984610211457120,"45220401506",NODATA,"1"
90.679846500154554,25.343559526095994,"45220401346",NODATA,"1"
90.848191662968574,24.446361793431446,"45220401916",Norosunda River,"1"
90.947130159898364,25.043491842484265,"45220401306",NODATA,"1"
91.971633640121453,25.320348823585185,"45220400836",NODATA,"1"
92.319870468186465,25.180928344977367,"45220400776",Hari River,"1"
91.552410957477250,24.831049195373499,"45220401066",NODATA,"1"
92.544908925145904,25.129944882848555,"45220400076","Dona Nadi; Surma River","1"
91.835326530425050,25.270606125869019,"45220401126",NODATA,"1"
92.232214916548415,25.211963766842764,"45220400796",Hari River,"1"
90.660898852266826,24.647473026316334,"45220401786",NODATA,"1"
91.572591384682070,24.934743544872919,"45220401396",Surma River,"1"
90.284182086937477,25.337062773044771,"45220400496",NODATA,"1"
91.862523710461332,25.115173056084586,"45220400896",NODATA,"1"
91.997664488976739,25.182212007859633,"45220400926",NODATA,"1"
91.008357982910724,24.720317775576831,"45220401836",NODATA,"1"
91.018452234063275,24.187565655339455,"45220500011",NODATA,"62"
91.160606056284465,24.267769554930570,"45220500041",NODATA,"56"
91.130510986956210,24.309501316311518,"45220500051",Kushiyara River,"57"
91.177356372262722,24.316083326932834,"45220501221",NODATA,"1"
91.155594395619403,24.378285818656327,"45220500061",Kushiyara River,"87"
91.196655751445974,24.430819469513569,"45220500071",Kushiyara River,"87"
91.182001596022602,24.469175666056145,"45220500081",Kushiyara River,"87"
91.258504860059247,24.579448726777688,"45220500091",Kushiyara River,"86"
91.781483249936898,24.630278255874028,"45220500151",Kushiyara River,"11"
91.817398147323729,24.698810078097697,"45220501191",NODATA,"1"
91.849595700701940,24.795253749154313,"45220501201",NODATA,"1"
91.904648353335986,24.658742464508862,"45220500161",Kushiyara River,"37"
92.002444005617122,24.721603040636644,"45220500171",Kushiyara River,"42"
92.049108098474051,24.766259812394509,"45220500181",Kushiyara River,"44"
92.073248310764370,24.822834414545248,"45220500191",Kushiyara River,"50"
92.454827151400295,24.867794132114945,"45220500241",Kushiyara River,"51"
92.493084199816764,24.912188500525019,"45220500471","Dona Nadi; Surma River","1"
92.551526649189398,24.873772304759985,"45220500251",Barak River,"45"
92.595247721171091,24.837988509044074,"45220500821",Dhaleswari River,"74"
92.588663534707877,24.808292377306575,"45220500841",Dhaleswari River,"60"
92.634120642557420,24.852156377226059,"45220500261","Barak River; Tlawng","55"
92.133981214669546,24.862321571705294,"45220500201",Kushiyara River,"1"
92.194656775645939,24.884885887970391,"45220500211",Kushiyara River,"56"
92.290753358706496,24.905354205993003,"45220500221",Kushiyara River,"55"
92.377324560641668,24.868808937842360,"45220500231",Kushiyara River,"56"
91.352705225010212,24.688971571501181,"45220500101",Kushiyara River,"86"
91.495671392446425,24.693439554689483,"45220500111",Kushiyara River,"1"
92.422424939143212,24.771660789384480,"45220500281",NODATA,"60"
92.436691597306705,24.809713514456245,"45220500271",NODATA,"60"
92.390006917649643,24.810068880541198,"45220500291",NODATA,"116"
92.349132890741785,24.784329915577938,"45220500301",Longai,"115"
92.315248457232158,24.662574528021413,"45220500311",Longai,"59"
92.324742057987407,24.571932170904677,"45220500321",Longai,"43"
92.312018224102246,24.438967995340299,"45220500331",Longai,"67"
92.293541115868763,24.302972526355155,"45220500341",Longai,"56"
92.322541770941882,24.201888461102634,"45220500351",Longai,"95"
92.326566002524416,24.093215420310855,"45220500371",Longai,"93"
91.268869954389231,24.772494935604225,"45220501171",Surma branch river,"1"
91.307016379723862,24.807968430201417,"45220501151",Surma branch river,"1"
91.364964738464167,24.830653760808406,"45220501141",Surma branch river,"1"
91.351320403008742,24.871021034440687,"45220501131",Surma branch river,"1"
91.370355261172691,24.973832104617827,"45220401461",Surma branch river,"15"
91.589939992575665,24.676461853070620,"45220500121",Kushiyara River,"1"
91.676025563812516,24.636550954211131,"45220500131",Kushiyara River,"24"
91.730858763073854,24.559712505296815,"45220500481",Manu,"26"
91.757833126156484,24.498721865325621,"45220500491",Manu,"19"
91.801587165403504,24.491781411046333,"45220500504",Manu,"1"
91.817057199583559,24.491633432955766,"45220500521",Manu,"1"
91.869616960196439,24.488030151273133,"45220500531",Manu,"9"
91.933497239599831,24.440992733420934,"45220500541",Manu,"17"
91.981475127614189,24.405993182604991,"45220500551",Manu,"43"
91.969295031548540,24.358321144816674,"45220500561",Manu,"47"
92.002793406507152,24.299998140062009,"45220500571",Manu,"46"
92.030722683335199,24.248121917081082,"45220500581",Manu,"49"
92.026595719908372,24.192105312528884,"45220500591",Manu,"59"
92.060480278083531,24.175630279259263,"45220500601",NODATA,"59"
92.097134975514336,24.186976276568487,"45220500611",NODATA,"60"
92.149787371983820,24.127201414428864,"45220500621",NODATA,"60"
92.195931987756822,24.058877302410085,"45220500641",NODATA,"88"
92.202028747640938,23.935663033846676,"45220500661",NODATA,"30"
91.827246678298465,24.429430682927570,"45220500861",NODATA,"45"
91.845982307814054,24.332113197877398,"45220500871",NODATA,"32"
91.842559334280736,24.244802929249552,"45220500881",NODATA,"31"
91.825690954023599,24.130075454076053,"45220500891",NODATA,"49"
91.839659138032602,24.006427290872178,"45220500911",NODATA,"60"
92.060097997245776,24.728488435000891,"45220500451",NODATA,"56"
92.104267425857927,24.764532367750046,"45220500421",NODATA,"59"
92.178666687220982,24.775402015041877,"45220500411",NODATA,"59"
92.224897211172717,24.816705653842728,"45220500401",NODATA,"58"
92.296344411098019,24.855372768470087,"45220500391",NODATA,"58"
92.002325694752443,24.136278529906122,"45220500681",Manu,"40"
91.982907389814670,24.082273298419469,"45220500691",Manu,"59"
91.982866728179502,24.026900096852405,"45220500701",Manu,"60"
91.990273007429110,23.974000556952110,"45220500711",Manu,"44"
91.997483151178741,23.919541429035910,"45220500721",Manu,"57"
92.000308848636394,23.882508616314102,"45220500741",Manu,"61"
91.286504079136876,24.360602462944037,"45220501211",NODATA,"1"
91.363259482319066,24.382060228089983,"45220500961",NODATA,"49"
91.428083085707328,24.365024822703116,"45220500971",NODATA,"1"
91.464735630242316,24.296899643940257,"45220500981",NODATA,"46"
91.520470667053658,24.248256022501678,"45220500991",NODATA,"24"
91.538463863034735,24.183925835640061,"45220501001",NODATA,"56"
91.573781055265513,24.128885154468868,"45220501011",NODATA,"56"
91.594882287905165,24.085339186580267,"45220501021",NODATA,"1"
91.610934294083620,24.031433971045168,"45220501041",NODATA,"1"
91.617656634563289,23.961459708652058,"45220501051",NODATA,"1"
91.628198833403530,23.899662727429433,"45220501061",NODATA,"1"
91.638746373776428,23.842531291869193,"45220501071",NODATA,"1"
91.705268080035466,23.832652621491885,"45220501081",NODATA,"1"
91.742739641551523,23.813849892861590,"45220501091",NODATA,"1"
91.762867852948688,23.816002274636524,"45220501111",NODATA,"1"
92.488389167132638,24.949561026548604,"45220500761",Surma River,"60"
92.495431244283296,24.950679140857257,"45220500771",Surma River,"60"
92.500068667761809,24.943297597674476,"45220500781",Surma River,"60"
92.530550884122789,24.961354265873290,"45220500791",Surma River,"60"
92.589629110979445,24.996775955899324,"45220500801",Surma River,"60"
91.050055430363486,24.260978023000032,"45220501265",NODATA,"1"
91.113559959025963,24.263248728011693,"45220501285",Meghna River,"1"
91.066502308044576,24.214397693404646,"45220500025",NODATA,"1"
91.106283963671260,24.241187911055366,"45220500035",NODATA,"1"
91.212143129358665,24.359899699080131,"45220501246",NODATA,"1"
91.900113433543581,24.820753209939642,"45220401476",NODATA,"1"
92.601152216427721,24.788564838013858,"45220500856",Dhaleswari River,"1"
92.316443641606668,24.045292525231034,"45220500386",Longai,"1"
91.261421048398390,24.747850929082784,"45220501186",Surma branch river,"1"
